Student ID,student_name,gender,grade,school_name,reading_score,math_score
25357,Wesley Snyder,M,12th,Wright High School,73.0,94.0
25358,Danielle Wilson,F,12th,Wright High School,93.0,74.0
25359,Christopher Anderson,M,11th,Wright High School,82.0,87.0
25360,Daniel Bridges,M,11th,Wright High School,86.0,96.0
25361,Erica Rodriguez,F,11th,Wright High School,77.0,87.0
25362,Grace Jenkins,F,10th,Wright High School,92.0,91.0
25363,Melissa Holmes,F,10th,Wright High School,80.0,90.0
25364,Christina Leonard,F,12th,Wright High School,81.0,77.0
25365,Carlos Sanchez,M,11th,Wright High School,86.0,74.0
25366,Harold Bennett,M,10th,Wright High School,96.0,87.0
25367,Daniel Fernandez,M,10th,Wright High School,73.0,76.0
25368,Anthony Short,M,11th,Wright High School,83.0,69.0
25369,Charles Russo,M,12th,Wright High School,82.0,70.0
25370,Alicia Curtis,F,11th,Wright High School,74.0,73.0
25371,Nicole Mclean grade,F,9th,Wright High School,76.0,75.0
25372,Tyler Delgado,M,11th,Wright High School,73.0,72.0
25373,Carolyn Adkins,F,10th,Wright High School,93.0,94.0
25374,Thomas Ibarra,M,9th,Wright High School,98.0,81.0
25375,Ricardo Cochran,M,9th,Wright High School,88.0,96.0
25376,Jordan Lynch,F,11th,Wright High School,96.0,74.0
25377,Joshua Ortiz,M,12th,Wright High School,99.0,79.0
25378,Taylor Craig,F,12th,Wright High School,90.0,98.0
25379,Paul Smith,M,11th,Wright High School,87.0,84.0
25380,Jamie Gonzalez,F,10th,Wright High School,81.0,84.0
25381,Austin Pittman,M,11th,Wright High School,72.0,99.0
25382,Tanya Soto,F,11th,Wright High School,91.0,80.0
25383,Mia Thompson,F,10th,Wright High School,87.0,88.0
25384,Adam Santiago,M,9th,Wright High School,72.0,95.0
25385,Karen Smith,F,10th,Wright High School,85.0,87.0
25386,Tyler Kennedy,M,9th,Wright High School,88.0,86.0
25387,Christine Martinez,F,11th,Wright High School,86.0,69.0
25388,Amy Moore,F,11th,Wright High School,77.0,69.0
25389,Jonathan Jackson,M,9th,Wright High School,79.0,79.0
25390,Laura Brown,F,10th,Wright High School,88.0,90.0
25391,Charles Day,M,11th,Wright High School,78.0,89.0
25392,Anthony Wood,M,9th,Wright High School,80.0,73.0
25393,Christina Phelps,F,9th,Wright High School,86.0,80.0
25394,Anthony Ryan,M,9th,Wright High School,85.0,99.0
25395,Brenda Mills,F,11th,Wright High School,81.0,97.0
25396,Craig Miller,M,11th,Wright High School,69.0,97.0
25397,George Watson,M,12th,Wright High School,93.0,91.0
25398,Derrick Friedman,M,9th,Wright High School,76.0,77.0
25399,Jeffrey Mason,M,9th,Wright High School,78.0,79.0
25400,Latoya Crane,F,9th,Wright High School,84.0,89.0
25401,Tina Hunt,F,10th,Wright High School,94.0,91.0
25402,Sabrina Francis,F,9th,Wright High School,78.0,79.0
25403,Megan Bryant,F,11th,Wright High School,81.0,90.0
25404,Lisa Mcmillan,F,12th,Wright High School,79.0,80.0
25405,Jason Jones,M,10th,Wright High School,76.0,94.0
25406,Shawn Allen,M,12th,Wright High School,82.0,91.0
25407,Annette Long,F,10th,Wright High School,70.0,83.0
25408,Katelyn Foster,F,10th,Wright High School,75.0,86.0
25409,Christopher Simmons,M,12th,Wright High School,97.0,89.0
25410,Jeffrey Barry,M,12th,Wright High School,93.0,97.0
25411,Tiffany Moore,F,11th,Wright High School,83.0,83.0
25412,Gregory Lambert,M,11th,Wright High School,71.0,80.0
25413,Robert Smith,M,12th,Wright High School,81.0,91.0
25414,John Gonzalez,M,11th,Wright High School,79.0,74.0
25415,Lisa Ellis,F,10th,Wright High School,71.0,89.0
25416,Mitchell Ball,M,11th,Wright High School,93.0,97.0
25417,Steven Thomas,M,12th,Wright High School,89.0,95.0
25418,Bridget Camacho,F,12th,Wright High School,83.0,74.0
25419,Larry Frost,M,11th,Wright High School,78.0,75.0
25420,Anthony Brown,M,10th,Wright High School,97.0,73.0
25421,Martha Mcfarland,F,11th,Wright High School,75.0,82.0
25422,Stephanie Mendez,F,11th,Wright High School,73.0,99.0
25423,Philip Bennett,M,10th,Wright High School,90.0,73.0
25424,Marcia Knox,F,9th,Wright High School,84.0,95.0
25425,Andrea Wilkerson,F,10th,Wright High School,91.0,89.0
25426,Jennifer Wyatt,F,10th,Wright High School,89.0,69.0
25427,Michael Sosa,M,12th,Wright High School,88.0,92.0
25428,Larry Rowe,M,10th,Wright High School,90.0,84.0
25429,Sabrina Knight,F,11th,Wright High School,70.0,98.0
25430,Charles Taylor,M,10th,Wright High School,83.0,99.0
25431,Ethan Brown,M,12th,Wright High School,97.0,88.0
25432,Patricia Roberts,F,9th,Wright High School,73.0,88.0
25433,Steven Sosa,M,11th,Wright High School,88.0,70.0
25434,Cynthia Harris,F,12th,Wright High School,82.0,94.0
25435,Tiffany Thompson,F,10th,Wright High School,74.0,78.0
25436,Jeffrey Ramsey,M,12th,Wright High School,88.0,70.0
25437,Brooke Lane,F,11th,Wright High School,77.0,74.0
25438,Justin Jones,M,12th,Wright High School,76.0,80.0
25439,Victoria Tate,F,10th,Wright High School,80.0,85.0
25440,Debbie Wilkins,F,11th,Wright High School,81.0,80.0
25441,Darlene Gray,F,10th,Wright High School,84.0,76.0
25442,Theresa Delgado,F,9th,Wright High School,69.0,98.0
25443,Cheryl Bates,F,11th,Wright High School,87.0,89.0
25444,Joshua Roberts,M,12th,Wright High School,97.0,69.0
25445,Jeremy Cameron,M,11th,Wright High School,85.0,69.0
25446,Ethan Hernandez,M,11th,Wright High School,93.0,79.0
25447,Jonathon Cox,M,9th,Wright High School,94.0,85.0
25448,Hailey Johnson,F,9th,Wright High School,91.0,84.0
25449,Patricia Stein,F,12th,Wright High School,85.0,69.0
25450,Mark West,M,11th,Wright High School,83.0,98.0
25451,Kayla Wiggins,F,12th,Wright High School,91.0,78.0
25452,Stephanie Graham,F,12th,Wright High School,81.0,80.0
25453,Douglas Lopez,M,12th,Wright High School,84.0,78.0
25454,Jay Kline,M,9th,Wright High School,91.0,68.0
25455,Bernard Huffman,M,10th,Wright High School,96.0,94.0
25456,Marc Curry,M,11th,Wright High School,71.0,92.0
25457,Bridget Herman,F,12th,Wright High School,70.0,90.0
25458,Kenneth Ballard,M,12th,Wright High School,96.0,69.0
25459,Hector Martin,M,9th,Wright High School,73.0,79.0
25460,Audrey Delgado,F,11th,Wright High School,96.0,78.0
25461,Elizabeth Fuentes,F,12th,Wright High School,98.0,98.0
25462,Nicole Rodriguez,F,9th,Wright High School,75.0,79.0
25463,Jeffrey Bowers,M,10th,Wright High School,96.0,70.0
25464,Melissa Vargas,F,12th,Wright High School,88.0,84.0
25465,Jonathan Lopez,M,12th,Wright High School,77.0,69.0
25466,Tonya Howard,F,10th,Wright High School,70.0,82.0
25467,Rebecca Carter,F,10th,Wright High School,78.0,82.0
25468,Jessica Berry,F,12th,Wright High School,97.0,98.0
25469,Charles Rosales,M,10th,Wright High School,73.0,94.0
25470,Robert Aguilar,M,10th,Wright High School,89.0,92.0
25471,Crystal Jackson,F,9th,Wright High School,83.0,94.0
25472,Sonia Rodriguez,F,10th,Wright High School,69.0,93.0
25473,Bryan Jordan,M,12th,Wright High School,74.0,83.0
25474,Kelly Miller,F,11th,Wright High School,94.0,84.0
25475,Eugene Pennington,M,10th,Wright High School,69.0,86.0
25476,Gary Shelton,M,12th,Wright High School,83.0,82.0
25477,Kayla Grant,F,12th,Wright High School,94.0,95.0
25478,Mark Becker,M,9th,Wright High School,93.0,76.0
25479,Benjamin Harris,M,10th,Wright High School,76.0,72.0
25480,Jeffrey Spears,M,11th,Wright High School,70.0,85.0
25481,Deborah Silva,F,12th,Wright High School,71.0,84.0
25482,Lisa Graham,F,9th,Wright High School,70.0,71.0
25483,Tara Campbell,F,11th,Wright High School,69.0,93.0
25484,Jeffrey Reed,M,9th,Wright High School,75.0,93.0
25485,grade Melissa Fernandez,F,10th,Wright High School,72.0,98.0
25486,Jenna Harris,F,10th,Wright High School,73.0,81.0
25487,Glen Campbell,M,10th,Wright High School,78.0,75.0
25488,Adam Stevens,M,9th,Wright High School,92.0,68.0
25489,John Lewis,M,9th,Wright High School,96.0,96.0
25490,Michelle Foster,F,12th,Wright High School,90.0,77.0
25491,Lindsay Ford,F,10th,Wright High School,77.0,74.0
25492,Benjamin Johnson,M,9th,Wright High School,80.0,76.0
25493,Michael Young,M,11th,Wright High School,71.0,84.0
25494,Hannah Clark,F,11th,Wright High School,93.0,88.0
25495,Cameron Sawyer,M,9th,Wright High School,69.0,88.0
25496,Leah Jones,F,9th,Wright High School,72.0,73.0
25497,Gail Mccarty,F,9th,Wright High School,84.0,83.0
25498,Jeremy Mercer,M,11th,Wright High School,94.0,93.0
25499,Sandra Roberts,F,10th,Wright High School,83.0,99.0
25500,Scott Bishop grade,M,10th,Wright High School,92.0,86.0
25501,Valerie Eaton,F,9th,Wright High School,97.0,83.0
25502,Kristina Ellis,F,12th,Wright High School,88.0,86.0
25503,Stephen Rodriguez,M,12th,Wright High School,90.0,78.0
25504,Suzanne Lin,F,11th,Wright High School,84.0,86.0
25505,Lisa Nichols,F,12th,Wright High School,78.0,97.0
25506,Michael Carlson,M,9th,Wright High School,97.0,88.0
25507,Richard Bell,M,9th,Wright High School,90.0,69.0
25508,Darrell Ball,M,11th,Wright High School,91.0,84.0
25509,Brian Salinas,M,9th,Wright High School,95.0,70.0
25510,Bryan Wallace,M,9th,Wright High School,94.0,83.0
25511,Sandy Norris,F,10th,Wright High School,83.0,86.0
25512,Willie Potts,M,9th,Wright High School,94.0,91.0
25513,Amy Dougherty,F,9th,Wright High School,84.0,95.0
25514,Jennifer Wilson,F,9th,Wright High School,94.0,93.0
25515,Marco Peterson,M,12th,Wright High School,86.0,95.0
25516,Amy Miranda,F,10th,Wright High School,88.0,79.0
25517,Alicia Hamilton,F,12th,Wright High School,81.0,68.0
25518,Briana Erickson,F,11th,Wright High School,96.0,94.0
25519,Bruce Rivera,M,10th,Wright High School,89.0,73.0
25520,Kayla Anderson,F,9th,Wright High School,79.0,79.0
25521,Daniel Guerra,M,9th,Wright High School,74.0,73.0
25522,Michael Davenport,M,11th,Wright High School,93.0,87.0
25523,Heather Bailey,F,12th,Wright High School,98.0,83.0
25524,Douglas Singleton,M,10th,Wright High School,70.0,86.0
25525,Jerome Rose,M,12th,Wright High School,83.0,80.0
25526,Catherine Moss,F,9th,Wright High School,98.0,74.0
25527,Michelle Burns,F,9th,Wright High School,74.0,72.0
25528,Melanie Doyle,F,11th,Wright High School,76.0,99.0
25529,Holly Martinez,F,9th,Wright High School,80.0,74.0
25530,Kristie Morrow,F,12th,Wright High School,88.0,78.0
25531,Maria Hughes,F,12th,Wright High School,95.0,93.0
25532,Kelly Adams,M,9th,Wright High School,89.0,75.0
25533,Jermaine Sanchez,M,12th,Wright High School,90.0,97.0
25534,Jose Espinoza,M,11th,Wright High School,91.0,91.0
25535,Haley Mayo,F,9th,Wright High School,95.0,98.0
25536,Victoria Walton,F,9th,Wright High School,92.0,87.0
25537,Taylor Coleman,M,10th,Wright High School,95.0,99.0
25538,Jeffery Richmond,M,10th,Wright High School,79.0,77.0
25539,Gary Brown,M,9th,Wright High School,83.0,88.0
25540,Vanessa White,F,9th,Wright High School,79.0,88.0
25541,John Pratt,M,11th,Wright High School,83.0,89.0
25542,Briana Lester,F,11th,Wright High School,99.0,82.0
25543,Angela Young,F,11th,Wright High School,83.0,89.0
25544,Peter Morgan,M,11th,Wright High School,72.0,92.0
25545,Ryan Hammond,M,9th,Wright High School,93.0,79.0
25546,Ronald Dickson,M,9th,Wright High School,98.0,99.0
25547,Linda Davis,F,10th,Wright High School,81.0,77.0
25548,Elizabeth Anderson,F,9th,Wright High School,98.0,71.0
25549,Alison Crosby,F,10th,Wright High School,88.0,69.0
25550,Jennifer Lee,F,9th,Wright High School,74.0,90.0
25551,Danny Walker,M,11th,Wright High School,80.0,90.0
25552,Cassidy Casey,F,11th,Wright High School,85.0,70.0
25553,Samantha Palmer,F,11th,Wright High School,83.0,93.0
25554,John Reyes,M,12th,Wright High School,72.0,96.0
25555,Andrea Wallace,F,12th,Wright High School,71.0,82.0
25556,Stephanie Campbell,F,9th,Wright High School,76.0,95.0
25557,Lawrence Herrera,M,10th,Wright High School,83.0,83.0
25558,Cynthia Hardin,F,10th,Wright High School,85.0,77.0
25559,Mary Mccoy,F,10th,Wright High School,72.0,73.0
25560,Donna Smith,F,12th,Wright High School,84.0,73.0
25561,Wanda Odonnell,F,9th,Wright High School,96.0,85.0
25562,Rachael Anderson,F,12th,Wright High School,89.0,80.0
25563,Debra Todd,F,9th,Wright High School,99.0,80.0
25564,Tabitha Gonzalez,F,11th,Wright High School,69.0,73.0
25565,Eric Richardson,M,9th,Wright High School,97.0,85.0
25566,Paul Moore,M,12th,Wright High School,70.0,80.0
25567,Rhonda Liu,F,9th,Wright High School,95.0,86.0
25568,Anthony Crawford,M,12th,Wright High School,96.0,71.0
25569,Shannon Patton,F,11th,Wright High School,70.0,91.0
25570,Rebecca Jensen,F,11th,Wright High School,72.0,86.0
25571,Allison Hoover,F,12th,Wright High School,84.0,96.0
25572,Julia Gonzalez,F,10th,Wright High School,89.0,83.0
25573,grade. Alexandra Hamilton,F,11th,Wright High School,87.0,91.0
25574,Shaun Montgomery,M,9th,Wright High School,71.0,81.0
25575,David Miller,M,10th,Wright High School,82.0,97.0
25576,Deborah Barker,F,9th,Wright High School,88.0,76.0
25577,Katie Hunt,F,12th,Wright High School,79.0,72.0
25578,Mario Moreno,M,10th,Wright High School,91.0,95.0
25579,Daniel Hunter,M,11th,Wright High School,76.0,85.0
25580,Candice Clark,F,9th,Wright High School,87.0,99.0
25581,Larry Velasquez,M,12th,Wright High School,91.0,77.0
25582,David Campos,M,11th,Wright High School,70.0,82.0
25583,David Austin,M,12th,Wright High School,71.0,73.0
25584,Megan Eaton,F,10th,Wright High School,95.0,97.0
25585,Matthew Garza,M,11th,Wright High School,85.0,85.0
25586,Brian Mcdonald,M,12th,Wright High School,86.0,76.0
25587,James Murphy,M,9th,Wright High School,93.0,74.0
25588,Christopher Garcia,M,12th,Wright High School,84.0,82.0
25589,Patrick Thompson,M,12th,Wright High School,94.0,76.0
25590,Joyce Bryan,F,9th,Wright High School,80.0,86.0
25591,Jennifer Jenkins,F,11th,Wright High School,71.0,68.0
25592,Dillon Miller,M,10th,Wright High School,69.0,68.0
25593,Elizabeth Meza,F,9th,Wright High School,90.0,75.0
25594,Matthew Mcdaniel,M,12th,Wright High School,91.0,85.0
25595,Alison Reed,F,11th,Wright High School,74.0,78.0
25596,Kristen Gallagher,F,11th,Wright High School,69.0,99.0
25597,Walter Gates,M,12th,Wright High School,81.0,74.0
25598,Brandy Page,F,9th,Wright High School,79.0,78.0
25599,Mike Brown,M,10th,Wright High School,98.0,90.0
25600,Amy Solis,F,10th,Wright High School,97.0,70.0
25601,Kristin Ayers,F,12th,Wright High School,84.0,85.0
25602,Jasmine Nelson,F,10th,Wright High School,92.0,97.0
25603,Logan Avery,M,10th,Wright High School,93.0,82.0
25604,Deanna Allen,F,9th,Wright High School,71.0,99.0
25605,Amanda Hoffman,F,10th,Wright High School,91.0,90.0
25606,Gina Bird,F,11th,Wright High School,93.0,96.0
25607,Kenneth Small,M,12th,Wright High School,86.0,82.0
25608,Kevin Tate,M,11th,Wright High School,84.0,95.0
25609,Vincent Perez,M,12th,Wright High School,80.0,99.0
25610,Richard Peters,M,9th,Wright High School,75.0,79.0
25611,Sharon Todd,F,11th,Wright High School,73.0,69.0
25612,Holly Reed,F,9th,Wright High School,82.0,77.0
25613,Eddie Gray,M,10th,Wright High School,88.0,89.0
25614,Benjamin Garza,M,9th,Wright High School,95.0,75.0
25615,grade Jacob Taylor grade,M,9th,Wright High School,79.0,93.0
25616,Kristin Hill,F,10th,Wright High School,86.0,92.0
25617,Ashley Burton,F,11th,Wright High School,75.0,79.0
25618,Jonathan Turner,M,9th,Wright High School,72.0,99.0
25619,Hannah Burgess,F,10th,Wright High School,97.0,99.0
25620,Timothy Singleton,M,12th,Wright High School,95.0,98.0
25621,Kelsey Liu,F,12th,Wright High School,98.0,75.0
25622,Jimmy David,M,10th,Wright High School,98.0,82.0
25623,Tony Wilson,M,12th,Wright High School,71.0,76.0
25624,Michele Glass,F,11th,Wright High School,93.0,94.0
25625,Sandra Warner,F,10th,Wright High School,78.0,84.0
25626,Craig Hubbard,M,11th,Wright High School,75.0,80.0
25627,Carla Elliott,F,11th,Wright High School,72.0,77.0
25628,Haley Collins,F,9th,Wright High School,78.0,99.0
25629,Victor Kennedy,M,10th,Wright High School,74.0,81.0
25630,Brian Small,M,9th,Wright High School,70.0,95.0
25631,Jennifer Stewart,F,9th,Wright High School,92.0,76.0
25632,Pamela Perez,F,10th,Wright High School,86.0,76.0
25633,Jerry Fitzpatrick,M,11th,Wright High School,93.0,91.0
25634,Brittany Williams,F,12th,Wright High School,74.0,72.0
25635,Cameron Logan,M,10th,Wright High School,87.0,92.0
25636,Jonathan Howard,M,11th,Wright High School,86.0,80.0
25637,Ashley Coleman,F,11th,Wright High School,78.0,97.0
25638,Travis Wood,M,9th,Wright High School,95.0,77.0
25639,Michael Anderson,M,9th,Wright High School,94.0,82.0
25640,Stephanie Alexander,F,12th,Wright High School,71.0,68.0
25641,Erin Ross,F,11th,Wright High School,91.0,76.0
25642,Danielle Thomas,F,12th,Wright High School,80.0,84.0
25643,Patricia Peck,F,12th,Wright High School,98.0,69.0
25644,Nicole Anderson,F,10th,Wright High School,93.0,92.0
25645,Frank Payne,M,10th,Wright High School,86.0,76.0
25646,Devin Kerr,M,9th,Wright High School,81.0,73.0
25647,Stacy Cooper,F,12th,Wright High School,91.0,72.0
25648,Aaron Henderson,M,9th,Wright High School,72.0,86.0
25649,Bianca Rivera,F,9th,Wright High School,85.0,68.0
25650,Sierra Holmes,F,10th,Wright High School,69.0,87.0
25651,Jesse Harper,M,11th,Wright High School,77.0,87.0
25652,Michael Dennis,M,9th,Wright High School,83.0,84.0
25653,Erin Brown,F,9th,Wright High School,87.0,96.0
25654,Tanya Thompson,F,10th,Wright High School,89.0,97.0
25655,Michelle Thomas,F,9th,Wright High School,88.0,85.0
25656,Brian Meyer,M,11th,Wright High School,92.0,97.0
25657,Lauren Cardenas,F,9th,Wright High School,75.0,80.0
25658,Heather Anderson,F,9th,Wright High School,80.0,73.0
25659,Joyce Morris,F,9th,Wright High School,79.0,99.0
25660,Michael Moore Jr.,M,9th,Wright High School,86.0,81.0
25661,Jessica Moore,F,11th,Wright High School,89.0,70.0
25662,Ann Martinez,F,11th,Wright High School,70.0,84.0
25663,Alan Thompson,M,12th,Wright High School,96.0,81.0
25664,Ryan Santana,M,10th,Wright High School,95.0,79.0
25665,Robert Escobar,M,12th,Wright High School,87.0,70.0
25666,Larry Martinez,M,10th,Wright High School,78.0,84.0
25667,Mark Roberts,M,10th,Wright High School,80.0,82.0
25668,Christine Boyd,F,12th,Wright High School,75.0,80.0
25669,Bonnie Wilson,F,12th,Wright High School,82.0,96.0
25670,Wanda Holt,F,9th,Wright High School,76.0,92.0
25671,Shawn Tran,M,9th,Wright High School,74.0,85.0
25672,Anthony Camacho,M,9th,Wright High School,95.0,82.0
25673,James Levine,M,10th,Wright High School,97.0,88.0
25674,Holly Nguyen,F,9th,Wright High School,83.0,84.0
25675,Shannon Morris,F,9th,Wright High School,70.0,80.0
25676,Sabrina Brown,F,9th,Wright High School,81.0,76.0
25677,Melissa Johnson,F,11th,Wright High School,96.0,69.0
25678,Cindy Garcia,F,11th,Wright High School,84.0,71.0
25679,Jesus Anderson,M,10th,Wright High School,94.0,79.0
25680,Jessica Parker,F,10th,Wright High School,86.0,68.0
25681,Adrian Yates,M,9th,Wright High School,80.0,92.0
25682,Ashley Harris,F,11th,Wright High School,84.0,78.0
25683,Joshua Jenkins,M,9th,Wright High School,80.0,91.0
25684,grade Alicia Zhang grade,F,10th,Wright High School,97.0,82.0
25685,Madison Montgomery,F,10th,Wright High School,98.0,73.0
25686,Randy Carlson,M,10th,Wright High School,82.0,92.0
25687,Chad Lowe,M,11th,Wright High School,76.0,79.0
25688,Daryl Dean,M,11th,Wright High School,85.0,97.0
25689,Amy Farmer,F,11th,Wright High School,83.0,97.0
25690,Carol Harmon,F,11th,Wright High School,82.0,69.0
25691,Randy Evans,M,11th,Wright High School,93.0,68.0
25692,Robin Taylor,F,12th,Wright High School,84.0,93.0
25693,grade. Sharon Rose,F,11th,Wright High School,95.0,97.0
25694,Marissa Williams,F,10th,Wright High School,94.0,94.0
25695,Amber Ray grade,F,9th,Wright High School,83.0,71.0
25696,Cody Allen,M,9th,Wright High School,92.0,92.0
25697,Douglas Washington,M,12th,Wright High School,83.0,86.0
25698,Brandy Lewis,F,9th,Wright High School,77.0,91.0
25699,Melinda Gonzalez,F,10th,Wright High School,81.0,73.0
25700,James Robinson,M,12th,Wright High School,70.0,83.0
25701,Amanda Steele,F,11th,Wright High School,82.0,78.0
25702,grade Jeremy Chang,M,12th,Wright High School,76.0,86.0
25703,Melissa Allen,F,10th,Wright High School,72.0,76.0
25704,Cindy Alvarado,F,11th,Wright High School,98.0,90.0
25705,Christina Foster,F,11th,Wright High School,75.0,80.0
25706,Tiffany Howell,F,12th,Wright High School,86.0,77.0
25707,Andrew Hughes,M,10th,Wright High School,72.0,97.0
25708,Anthony Rodriguez,M,10th,Wright High School,75.0,98.0
25709,Michael Werner,M,11th,Wright High School,81.0,84.0
25710,Kerry Savage,M,10th,Wright High School,99.0,96.0
25711,Crystal Delgado,F,11th,Wright High School,93.0,72.0
25712,Robert Estrada,M,9th,Wright High School,79.0,86.0
25713,Amber Baker,F,11th,Wright High School,95.0,69.0
25714,Ronald Williams,M,9th,Wright High School,76.0,96.0
25715,Joseph Hudson II,M,9th,Wright High School,97.0,69.0
25716,Philip Henry,M,10th,Wright High School,97.0,89.0
25717,Laura Montgomery,F,9th,Wright High School,77.0,83.0
25718,Samuel Craig,M,9th,Wright High School,89.0,96.0
25719,Laurie Edwards,F,11th,Wright High School,76.0,90.0
25720,Michael Hill,M,9th,Wright High School,88.0,90.0
25721,Veronica Bowen,F,10th,Wright High School,98.0,90.0
25722,Jessica Montoya,F,9th,Wright High School,87.0,69.0
25723,Deborah Russell,F,10th,Wright High School,72.0,87.0
25724,Amanda Allen,F,9th,Wright High School,84.0,81.0
25725,Phillip Brown,M,11th,Wright High School,73.0,68.0
25726,Jessica Taylor,F,10th,Wright High School,96.0,99.0
25727,Jacob Torres,M,9th,Wright High School,99.0,98.0
25728,Brian Lee,M,10th,Wright High School,89.0,69.0
25729,Stacy Wang,F,12th,Wright High School,77.0,83.0
25730,Glen Carson,M,11th,Wright High School,80.0,94.0
25731,Charles Hendricks,M,11th,Wright High School,81.0,68.0
25732,Rebecca Guzman,F,10th,Wright High School,96.0,98.0
25733,Matthew Henderson,M,11th,Wright High School,71.0,97.0
25734,Jason Stein,M,9th,Wright High School,71.0,94.0
25735,Catherine Lowe,F,9th,Wright High School,78.0,76.0
25736,Emily Salazar,F,9th,Wright High School,84.0,88.0
25737,Dale Thomas,M,10th,Wright High School,71.0,88.0
25738,Jessica Hughes grade,F,10th,Wright High School,71.0,78.0
25739,Suzanne Rivera,F,10th,Wright High School,83.0,69.0
25740,Tabitha Navarro,F,11th,Wright High School,78.0,76.0
25741,Katelyn Davis,F,9th,Wright High School,80.0,83.0
25742,Lisa Martinez,F,10th,Wright High School,85.0,70.0
25743,Nathan Jordan,M,10th,Wright High School,89.0,97.0
25744,Richard Lowe,M,9th,Wright High School,75.0,69.0
25745,Leslie Martinez,F,11th,Wright High School,86.0,72.0
25746,Carl Young,M,11th,Wright High School,76.0,91.0
25747,Rachel Miller,F,11th,Wright High School,87.0,89.0
25748,William Brooks Jr.,M,10th,Wright High School,69.0,69.0
25749,Linda Miller,F,10th,Wright High School,78.0,79.0
25750,Victoria Estrada,F,9th,Wright High School,76.0,73.0
25751,Sean Hernandez,M,9th,Wright High School,72.0,68.0
25752,Christine Chang,F,9th,Wright High School,79.0,89.0
25753,Trevor Bishop,M,10th,Wright High School,89.0,72.0
25754,Kimberly West,F,9th,Wright High School,94.0,87.0
25755,David Mills,M,11th,Wright High School,93.0,91.0
25756,Kimberly Gray,F,11th,Wright High School,75.0,73.0
25757,Kim Rodriguez,F,9th,Wright High School,98.0,86.0
25758,Kathleen Taylor,F,11th,Wright High School,79.0,83.0
25759,Joy Green,F,9th,Wright High School,97.0,93.0
25760,David Daugherty,M,10th,Wright High School,84.0,94.0
25761,Deborah Guzman,F,11th,Wright High School,94.0,87.0
25762,George Ward,M,11th,Wright High School,74.0,96.0
25763,Anthony Collins,M,9th,Wright High School,87.0,91.0
25764,Jerry Cunningham,M,9th,Wright High School,77.0,85.0
25765,Stephanie Pugh,F,9th,Wright High School,91.0,68.0
25766,Kenneth Anderson,M,12th,Wright High School,99.0,90.0
25767,Tony Jones,M,11th,Wright High School,88.0,79.0
25768,Michelle Humphrey,F,12th,Wright High School,88.0,93.0
25769,Elijah Bates,M,10th,Wright High School,97.0,68.0
25770,grade Jacob Frost,M,9th,Wright High School,69.0,80.0
25771,Eric Park,M,12th,Wright High School,79.0,94.0
25772,Angela Archer,F,9th,Wright High School,93.0,96.0
25773,Jon Hays,M,9th,Wright High School,76.0,71.0
25774,Nicole Hayes,F,12th,Wright High School,87.0,76.0
25775,Jerry Schneider,M,9th,Wright High School,98.0,79.0
25776,Aaron Kidd,M,9th,Wright High School,85.0,88.0
25777,Julie Norton,F,11th,Wright High School,92.0,77.0
25778,Nancy Lester,F,10th,Wright High School,88.0,74.0
25779,grade. Melissa Ingram grade,F,10th,Wright High School,80.0,95.0
25780,Kathryn Carr,F,11th,Wright High School,91.0,89.0
25781,Robert Chase,M,12th,Wright High School,79.0,96.0
25782,Jeffrey Morgan,M,12th,Wright High School,76.0,79.0
25783,Molly Hill,F,9th,Wright High School,84.0,70.0
25784,Holly Johnson,F,10th,Wright High School,84.0,79.0
25785,Amanda Anderson,F,9th,Wright High School,89.0,84.0
25786,Emily Ramirez,F,9th,Wright High School,81.0,82.0
25787,Cynthia Good,F,10th,Wright High School,94.0,77.0
25788,Brian Phillips,M,11th,Wright High School,69.0,80.0
25789,Ryan Hill,M,11th,Wright High School,80.0,89.0
25790,Kelsey Griffith,F,11th,Wright High School,88.0,81.0
25791,Jasmine Potts,F,9th,Wright High School,78.0,81.0
25792,Allison Baker,F,9th,Wright High School,88.0,91.0
25793,Jeremy Booker,M,11th,Wright High School,85.0,77.0
25794,Jordan Williams,M,10th,Wright High School,84.0,89.0
25795,Valerie Ford,F,9th,Wright High School,81.0,97.0
25796,Edwin Calderon,M,9th,Wright High School,86.0,97.0
25797,Taylor Rogers,M,11th,Wright High School,85.0,72.0
25798,James Cross,M,11th,Wright High School,73.0,78.0
25799,Lynn Johnson,F,11th,Wright High School,90.0,82.0
25800,Russell May,M,9th,Wright High School,79.0,78.0
25801,Daniel Hale,M,9th,Wright High School,77.0,84.0
25802,Mark Olson,M,10th,Wright High School,70.0,81.0
25803,Jamie Stevens,F,12th,Wright High School,76.0,87.0
25804,Sherry Holmes,F,11th,Wright High School,74.0,98.0
25805,Robert Smith,M,10th,Wright High School,78.0,87.0
25806,Natasha White,F,12th,Wright High School,69.0,95.0
25807,Alison Eaton,F,11th,Wright High School,86.0,91.0
25808,Patrick Russell,M,12th,Wright High School,76.0,73.0
25809,Emma Gilbert,F,10th,Wright High School,88.0,70.0
25810,James Herman,M,10th,Wright High School,77.0,84.0
25811,Kenneth Harmon,M,9th,Wright High School,98.0,69.0
25812,Tonya Ward,F,11th,Wright High School,99.0,80.0
25813,Brandy Grant,F,12th,Wright High School,73.0,90.0
25814,Tammy Cooper,F,11th,Wright High School,76.0,98.0
